"id","name","address","phone","email","website","sub_district_id","nu_district_id","created_by","updated_by","created_at","updated_at","lat","long"
271,MWC NU KECAMATAN LEUWIGOONG,JL. Raya Cikoang Kp. KP. Cikoang Kulon RT/RW 001/013 Desa Sindangsari Kecamatan Leuwigoong Kabupaten Garut Provinsi Jawa Barat,"085846260312",mwcnuleuwigoong696@gmail.com,-,3205250,89,23,23,"2021-08-05 10:15:45","2021-09-20 16:05:31",-7.100578550384898,"107.9521603497913"
272,MWC NU CILEBAR ,Dusun Kosambibatu I  Rt 002 Rw 001 Desa Kosambibatu ,"085817515871",ibnuambari578@gmail.com,-,3215161,73,15,,"2021-08-05 10:53:07","2021-08-05 10:53:07","",""
273,MWCNU PALIMANAN,"Desa Kepuh, Palimanan","083824972075",mwcnupalimanan@gmail.com,nucirebon.or.id,,86,8,,"2021-08-06 07:18:22","2021-08-06 07:18:22",-6.734479464006163,"108.41374107170832"
274,MWCNU PANGENAN,"Desa Bendungan, Pangenan","081324586096",mwnupangenan@gmail.com,nucirebon.or.id,3209081,86,8,,"2021-08-06 07:33:01","2021-08-06 07:33:01",-6.791779690245882,"108.67498921168527"
275,MWCNU PANGURAGAN,"Desa Panguragan, Panguragan","08122359749",mwcnupanguragan99@gmail.com,nucirebon.or.id,3209201,86,8,,"2021-08-06 07:48:27","2021-08-06 07:48:27",-6.610368040243178,"108.45683936703006"
276,MWCNU PASALEMAN,"Desa Cilengkrang Girang, Pasaleman","085220398411",mwcnupasaleman@gmail.com,nucirebon.or.id,3209011,86,8,,"2021-08-06 07:59:00","2021-08-06 07:59:00",-6.912900099865124,"108.74090752295345"
277,MWCNU PLERED,"Desa Trusmi Kulon, Plered","082128840131",mwcnuplered1926@gmail.com,nucirebon.or.id,3209151,86,8,,"2021-08-06 08:09:15","2021-08-06 08:09:15",-6.694639243656023,"108.50949656469069"
278,MWCNU PLUMBON,Desa Pamijahan Kec. Plumbon,"082240362440",mwcnuplumbon@gmail.com,nucirebon.or.id,3209140,86,8,,"2021-08-07 06:01:33","2021-08-07 06:01:33",-6.7187414737736555,"108.4676717458727"
279,MWCNU SUMBER,"Kelurahan Perbutulan, Sumber","082324541809",mwcnusumber99@gmail.com,nucirebon.or.id,3209120,86,8,,"2021-08-07 06:24:15","2021-08-07 06:24:15",-6.742756618954638,"108.48802751182151"
280,MWCNU SURANENGGALA,"Desa Suraneggala Lor, Suranenggala","081320742491",mwcnusuranenggala123@gmail.com,nucirebon.or.id,3209181,86,8,,"2021-08-07 06:38:04","2021-08-07 06:38:04",-6.607349978496754,"108.53216364439479"
281,MWVNU SUSUKAN,"Desa Bojongkulon, Susukan","085295626232",mwcnususukan@gmail.com,nucirebon.or.id,3209220,86,8,,"2021-08-07 06:55:51","2021-08-07 06:55:51",-6.628530990480104,"108.3813698113576"
282,MWCNU TENGAH TANI,Blok Karadenan Desa Kalibaru,"085353533912",mwcnutengahtani@gmail.com,nucirebon.or.id,3209161,86,8,,"2021-08-07 07:23:44","2021-08-07 07:23:44",-6.687604411085339,"108.52006982984929"
283,MWCNU WALED,"PP Miftahul Ulum Desa Ambit, Waled","082318427404",mwcnuwaled@gmail.com,nucirebon.or.id,3209010,86,8,,"2021-08-07 07:42:18","2021-08-07 07:42:18",-6.917300578752368,"108.68493348319669"
284,MWCNU WERU,PP Al Idrisiyyah Desa Megu Gede,"085321310005",mwcnuweru@gmail.com,nucirebon.or.id,3209150,86,8,,"2021-08-07 08:09:16","2021-08-07 08:09:16",-6.726228255479756,"108.50290371203073"
285,MWC NU KECAMATAN LELES,Kp. Cicapar Kidul Rt 02 Rw 05 Desa Leles Kecamatan Leles Kabupaten Garut Provinsi Jawa Barat,"085317660831",mwcnukeclelesgarut@gmail.com,-,3205240,89,23,23,"2021-08-08 12:31:57","2021-09-20 16:06:53",-7.108770528549156,"107.90122732759228"
286,MWC NU CIPATUJAH,"Jln. Raya Cipatujah, GDI Cipatujah, Desa/Kec. Cipatujah Kab. Tasikmalaya 46189","085223889998",adeiwan322@gmail.com,https://medianu.or.id/,3206010,64,24,24,"2021-08-10 09:55:42","2021-09-15 14:18:15","",""
288,MWCNU SEDONG,"Desa Sedong Lor, Sedong","082319564576",mwcnusedong@gmail.com,nucirebon.or.id,3209070,86,8,,"2021-08-10 15:43:34","2021-08-10 15:43:34",-6.862286819876566,"108.57543448159522"
289,MWC NU CIAMPEL,Dusun II Kp Waringin Rt 020 /008,"082296184990",-,-,3215020,73,15,,"2021-08-10 16:55:17","2021-08-10 16:55:17",-,-
290,MWC NU CILAMAYA WETAN, Jln Kosambileumpeung Desa Sukamulya,"0816414349",-,-,3215081,73,15,15,"2021-08-10 17:43:14","2021-08-10 17:55:01","",""
291,MWC NU TIRTAJAYA,Dusun Malaka II Rt 008 Rw 008 Desa Pisangsambo ,"0",-,-,3215180,73,15,15,"2021-08-10 18:24:09","2021-08-11 03:40:58","",""
293,MWC NU JAYAKERTA ,Dusun Sukajaya Rt 008 Rw 012 Desa Kemiri ,"0",-,-,3215151,73,15,15,"2021-08-11 02:39:23","2021-08-11 02:55:47",-,-
294,MWC NU PURWASARI ,Jl. Bina Karya Kalijurang Rt.001 Rw.002 Desa Purwasari,"081313800336","","",3215051,73,15,15,"2021-08-11 02:58:57","2021-08-23 03:31:10",-6.392990904571278,"107.40878163878948"
295,MWC NU TELAGASARI ,Dusun Pasirtalaga III Rt 020 Rw 006 Desa Telagasari ,"087828255609",-,"",3215100,73,15,15,"2021-08-11 03:17:36","2021-08-23 03:30:39","",""
296,MWC NU KARAWANG TIMUR ,Jln Suhud Hidayat Sukamaju Rt.011 Rw.003 Desa Warungbambu ,"08575990092",-,-,3215112,73,15,15,"2021-08-11 03:47:23","2021-08-11 11:56:16",-6.324470671192179,"107.32563717606574"
297,MWC NU BATUJAYA ,"PPTQ Daarul Huffazh, Dusun Telukampel Rt.002 Rw.001 Desa Karyamakmur ","085810533393","","",3215190,73,15,15,"2021-08-11 06:33:25","2021-08-23 03:35:21",-6.10017462119527,"107.23389717685971"
298,MWC NU TELUKJAMBE TIMUR ,Jl. Raya Peruri Rt.002 Rw.003 Dusun Pejaten Desa Pinayungan,"088211467824",-,-,3215031,73,15,15,"2021-08-11 06:39:48","2021-08-14 06:05:31",-6.345759875114671,"107.30371158111828"
299,MWC NU TELUKJAMBE BARAT ,Jln Raya Badami -Loji Dusun Pasirjengkol Rt 07 Rw 03 Desa Karangmulya ,"085692070495",-,-,3215032,73,15,15,"2021-08-11 07:05:41","2021-08-14 06:08:25","",""
300,MWC NU CIKAMPEK,PP Al- Hasan Nahdlatul Ulama Jl. Jend. Ahmad Yani Dsn. Kamijaya Rt.001 Rw.001 Desa Dawuan Barat,"085215645114","","",3215050,73,15,15,"2021-08-11 07:34:00","2021-08-14 06:04:53",-6.390106078782667,"107.42594112417338"
301,MWC NU LEMAHABANG,Dusun Buahaseum 2 Rt.001 Rw.004 Desa Karyamukti,"085770903336","","",3215090,73,15,15,"2021-08-11 07:39:11","2021-08-23 03:33:12",-6.287001509580599,"107.45570976577625"
302,MWC NU RAWAMERTA,Dusun Rawasari Rt.007 Rw.003 Desa Gombongsari,"08561625984","","",3215120,73,15,15,"2021-08-11 07:42:26","2021-08-14 06:09:07",-6.220851596432079,"107.37945309890816"
303,MWC NU PANGKALAN,PP Darul Ulum Kp. Bakan Pojok Rt.001 Rw.003 Desa Cintaasih ,"085770967145","","",3215010,73,15,15,"2021-08-11 07:59:40","2021-08-23 03:31:41",-6.500571690906165,"107.21580767260599"
304,MWC NU JATISARI,"Jl. Raya jatisari dusun sukamaju II rt 001, rw003 Desa Telarsari","081381398297","","",3215070,73,15,15,"2021-08-11 08:04:33","2021-08-23 03:34:32",-6.3722685695081465,"107.52065913756432"
305,MWC NU MAJALAYA,Kp. Belendung Rt.017 Rw.007 Desa Lemahmulya,"081281867285","","",3215111,73,15,15,"2021-08-11 08:37:45","2021-08-23 03:32:08",-6.333316386071816,"107.3820494897126"
306,MWC NU KOTABARU,Gg. Citra Kp. Ciselang Rt.002 Rw.010 Desa Cikampek Utara,"081295473041","","",3215072,73,15,15,"2021-08-11 09:11:23","2021-08-23 03:33:47",-6.3828861592898605,"107.46743693940739"
308,MWC NU TEMPURAN ,Jl. Pancakarya Rt.012 Rw.002 Desa Pancakarya,"0",-,-,3215130,73,15,15,"2021-08-11 09:29:45","2021-08-12 04:16:46",-6.193902007551304,"107.43563545819592"
309,MWC NU CILAMAYA KULON ,Jl. Raya Singaperbangsa Dusun Krajan Barat Rt.006 Rw.002 Desa Pasirukem,"0","","",3215082,73,15,15,"2021-08-11 09:54:32","2021-08-12 06:00:26",-6.218546429657463,"107.53247672729513"
310,MWC NU RENGASDENGKLOK ,Dusun Sinarsari Rt 008 Rw 002 Desa Kalangsari ,"081513728833",-,-,3215150,73,15,,"2021-08-12 01:58:50","2021-08-12 01:58:50",-,-
311,MWC NU BANYUSARI,Kp. Jungklang Rt.001 Rw.008 Desa Jayamukti ,"085659944490","","",3215071,73,15,15,"2021-08-12 05:17:32","2021-08-23 03:36:02",-6.315622787767422,"107.56301562819195"
312,MWCNU GEBANG,"Gebang Udik, Kec. Gebang, Cirebon, Jawa Barat 45191","08156439773",mwcnugebang@gmail.com,nucirebon.or.id,3209041,86,8,,"2021-08-13 06:03:27","2021-08-13 06:03:27",-6.8226505345115935,"108.72631239784441"
313,MWC  NU KLARI,Ponpes Nurul Falah Jln.Kosambi Curug Kp.Babakan Ngantai Rt 01 Rw 01 Desa Duren Kec.Klari ,"081220722938","","",3215040,73,15,15,"2021-08-14 02:26:33","2021-08-23 03:36:35","",""
314,MWCNU Gununghalu,"","","","",3217020,75,20,,"2021-08-16 04:00:14","2021-08-16 04:00:14","",""
315,MWCNU Sindangkerta,"","","","",3217030,75,20,,"2021-08-16 04:00:40","2021-08-16 04:00:40","",""
316,MWCNU Parongpong,"","",mwcnuparongpong510@gmail.com,"",3217110,75,20,20,"2021-08-16 04:01:10","2021-08-18 16:18:42","",""
317,MWCNU Rongga,"","","","",3217010,75,20,,"2021-08-16 04:59:55","2021-08-16 04:59:55","",""
318,MWCNU Cipongkor,PPS. AL HIKMAH KP. LEMBUR SAWAH RT 01 RW 04 Desa Neglasari Kec. Cipongkor Kab. Bandung Barat,"",mwcnucipongkor@gmail.com,"",3217060,75,20,20,"2021-08-16 05:04:11","2021-09-06 15:50:16","",""
319,MWCNU Cililin,"","","","",3217040,75,20,,"2021-08-16 05:04:41","2021-08-16 05:04:41","",""
320,MWCNU Cihampelas," Jl. Raya Cihampelas No.45, Desa Cihampelas, Kec. Cihampelas, Kabupaten Bandung Barat, Jawa Barat 40562","08231777936",mwcnucihampelas@gmail.com,"",3217050,75,20,20,"2021-08-16 05:05:13","2021-08-19 02:40:38","",""
321,MWCNU Batujajar,"","","","",3217070,75,20,,"2021-08-16 05:05:44","2021-08-16 05:05:44","",""
322,MWCNU Padalarang,"ponpes al muniriah desa kertajaya, kecamatan padalarang kabupaten bandung barat","","","",3217090,75,20,20,"2021-08-16 05:06:06","2021-09-07 03:14:39","",""
323,MWCNU Ngamprah,Jl. Babakan Cianjur RT 03/10 Ds. Gadobangkong Kec.  Ngamprah,"085294975843",yaspikhmardliyah@gmail.com,"",3217100,75,20,20,"2021-08-16 05:06:25","2021-08-31 04:44:51","",""
324,MWCNU Saguling,"","","","",3217071,75,20,,"2021-08-16 05:06:46","2021-08-16 05:06:46","",""
325,MWCNU Lembang,Pontren Asyifa. Jl. Jeruk RW 08 Desa Lembang Kecamatan Lembang Kabupaten Bandung Barat,"0811246493","","",3217120,75,20,20,"2021-08-16 05:07:11","2021-08-18 17:05:20",-682320486,"1076238111"
326,MWC NU KECAMATAN SELAAWI,Jalan Raya Selaawi Kp.  Selawi RT/RW  03/01 Desa/Kel  Selaawi Kecamatan  Selaawi Kabupaten Garut,"081292730991",mwcnuselaawi@gmail.com,mwcnuselaawi.blogspot.com,3205300,89,23,,"2021-08-16 08:22:02","2021-08-16 08:22:02","-7.011526854724441, 108.0176168329334","-7.011526854724441, 108.0176168329334"
327,CIBADAK,sekarwangi,"","","",3202210,60,5,5,"2021-08-18 07:37:26","2021-08-18 14:58:25","",""
328,CICANTAYAN,jln. salakopi rt.03/04 des. lembursawah kec. cantayan,"085724833262","","",3202211,60,5,5,"2021-08-18 07:40:49","2021-08-18 14:55:33","",""
329,CARINGIN,Kp. Talaga hilir Desa. Talaga Kec. Caringin Kab. Sukabumi,"085720462003","","",3202212,60,5,5,"2021-08-18 07:43:39","2021-08-18 15:28:26","",""
330,CIKEMBAR,kp. bobojong desa bojong kec cikembar,"","","",3202140,60,5,5,"2021-08-18 07:44:54","2021-08-18 14:57:08","",""
331,NAGRAK,kp. cireundeu rt.04/08 desa darmareja kec. nagrak,"","","",3202220,60,5,5,"2021-08-18 07:46:33","2021-08-18 15:02:55","",""
332,CIKIDANG,kp. cikidang desa cikidang kec. cikidang,"","","",3202280,60,5,5,"2021-08-18 07:47:13","2021-08-18 15:03:55","",""
333,CISAAT,kp. cikaroya rt 51/11 desa cibolang kaler kec. cisaat,"","","",3202200,60,5,5,"2021-08-18 07:48:24","2021-08-18 15:07:21","",""
334,KADUDAMPIT,kp. kadudampit 3/4 desa kadudampit kec. kadudampit,"","","",3202190,60,5,5,"2021-08-18 07:50:12","2021-08-18 15:29:15","",""
335,SUKABUMI,kp. parungseah rt. 01/03 desa parungseah kec. sukabumi,"","","",3202180,60,5,5,"2021-08-18 07:51:01","2021-08-18 15:31:54","",""
336,SUKARAJA,kp. cimahpar rt. 3/4 desa cimahpar kec. sukaraja,"","","",3202170,60,5,5,"2021-08-18 07:51:46","2021-08-18 15:30:59","",""
337,SUKALARANG,jl. sukalarang rt.o3/04 desa sukalarang kec. sukalarang,"","","",3202173,60,5,5,"2021-08-18 07:52:33","2021-08-18 15:31:34","",""
338,CIREUNGHAS,perum asri rt.03/09 desa cirenghas kec. cirenghas,"","","",3202172,60,5,5,"2021-08-18 07:53:48","2021-08-18 15:08:39","",""
339,GEUGEUR BITUNG,Kp. Gerbi desa gegerbitung kec. gegerbitung ,"","","",3202160,60,5,5,"2021-08-18 07:55:11","2021-08-18 14:45:22","",""
340,KEBONPEDES,kp. cikaret rt.04/02 des. sasagaran kec. kebonpedes,"","","",3202171,60,5,5,"2021-08-18 07:56:20","2021-08-18 15:34:57","",""
341,GUNUNGGURUH,kp. gunungguruh desa gunungguruh kec. gunungguruh,"","","",3202201,60,5,5,"2021-08-18 07:57:28","2021-08-18 15:39:30","",""
342,PARUNGKUDA,kp. cioray desa parungkuda kec. parungkuda,"","","",3202260,60,5,5,"2021-08-18 07:58:52","2021-08-18 15:33:00","",""
343,PARAKANSALAK,parakansalak rt.09/05 desa parakanlima kec parakansalak,"","","",3202250,60,5,5,"2021-08-18 07:59:46","2021-08-18 15:33:19","",""
344,CIDAHU,kp. cidahu rt.11/02,"","","",3202240,60,5,5,"2021-08-18 08:00:44","2021-08-18 15:39:52","",""
345,CICURUG,kp. cicurug desa. nagrog kec. cicurug,"","","",3202230,60,5,5,"2021-08-18 08:02:19","2021-08-18 15:37:53","",""
346,BOJONGGENTENG,kp. bojonglimus rt06/11,"","","",3202261,60,5,5,"2021-08-18 08:03:08","2021-08-18 15:41:05","",""
347,CIAMBAR,kp.ciambar desa ciambar kec. ciambar,"085863427211","","",3202221,60,5,5,"2021-08-18 08:05:32","2021-08-18 15:44:04","",""
348,WARUNGKIARA,kp.cilimus desa. gelarsari kec warungkiara,"","","",3202120,60,5,5,"2021-08-18 08:07:14","2021-08-18 15:29:34","",""
349,BANTARGADUNG,kp. bantargebang des. bantargadung kec. bantargadung,"","","",3202121,60,5,5,"2021-08-18 08:08:07","2021-08-18 15:44:35","",""
350,KABANDUNGAN,kp. kabandungan rt.07/12 desa kabandungan kec. kabandungan,"","","",3202300,60,5,5,"2021-08-18 08:09:26","2021-08-18 15:36:17","",""
351,SIMPENAN,kp. simpenan rt.07/20 desa simpenan kec simpenan,"","","",3202111,60,5,5,"2021-08-18 08:10:20","2021-08-18 15:32:11","",""
352,PALABUHANRATU,kp. jayanti rt. 23/01desa jayanti kec. palabuanratu,"","","",3202110,60,5,5,"2021-08-18 08:12:09","2021-08-18 15:33:43","",""
353,CISOLOK,kp. cisolok rt.13/03 desa citepus kec cisolok,"","","",3202290,60,5,5,"2021-08-18 08:13:27","2021-08-18 15:42:32","",""
354,CIKAKAK,kp. cikaka rt.03/04 des. cikakak kec cikakak,"","","",3202291,60,5,5,"2021-08-18 08:14:43","2021-08-18 15:41:27","",""
355,CIEMAS,kp. ciemas rt.09/01 des. ciemas kec. ciemas,"","","",3202010,60,5,5,"2021-08-18 08:18:02","2021-08-18 15:40:37","",""
356,WALURAN,kp. waluran rt.12/01 des. waluran kec waluran,"","","",3202021,60,5,5,"2021-08-18 08:18:50","2021-08-18 15:29:51","",""
357,JAMPANG KULON,jampangkulon rt. 15/08 desa jampangkulon kec. jampangkulon,"","","",3202040,60,5,5,"2021-08-18 08:20:04","2021-08-18 15:43:26","",""
358,KALIBUNDER,kalibunder rt.15/07 desa kalibunder kec. kalibunder,"","","",3202050,60,5,5,"2021-08-18 08:21:09","2021-08-18 15:35:37","",""
359,CIMANGGU,kp.cimanggu rt.03/07 desa cimanggu kec. cimanggu,"","","",3202041,60,5,5,"2021-08-18 08:22:23","2021-08-18 15:42:07","",""
360,CIBITUNG,kp. cibitung rt. 12/06 desa cibitung kec cibitung,"","","",3202031,60,5,5,"2021-08-18 08:24:04","2021-08-18 15:43:44","",""
361,SURADE,kp. surade rt.11/01 desa surade kec. surade,"","","",3202030,60,5,5,"2021-08-18 08:24:44","2021-08-18 15:30:40","",""
362,CIRACAP,kp. ciracap rt.14/04 des. ciracap kec. ciracap,"","","",3202020,60,5,5,"2021-08-18 08:25:41","2021-08-18 15:41:48","",""
363,NYALINDUNG,kp. nyalindung rt. 17/ 06 des. nyalindung kec. nyalindung,"","","",3202150,60,5,5,"2021-08-18 08:26:42","2021-08-18 15:34:21","",""
364,JAMPANG TENGAH,kp. jampang rt.08 des. jampang kec jampangtengah,"","","",3202130,60,5,5,"2021-08-18 08:28:08","2021-08-18 15:37:10","",""
365,PURABAYA,kp. purabaya rt.13/002 desa purabaya kec purabaya,"","","",3202131,60,5,5,"2021-08-18 08:29:02","2021-08-18 15:32:44","",""
366,SAGARANTEN,kp. cidolog rt.17/09 des. sagaranten kec. sagaranten,"","","",3202080,60,5,5,"2021-08-18 08:30:54","2021-08-18 15:32:28","",""
367,CURUGKEMBAR,kp. curugkembar rt.09/11 desa curugkembar kec curugkembar,"","","",3202082,60,5,5,"2021-08-18 08:31:54","2021-08-18 15:42:55","",""
368,CIDADAP,kp. cidadap rt.19/09 des.cidadap kec. cidadap,"","","",3202081,60,5,5,"2021-08-18 08:33:07","2021-08-18 15:38:12","",""
369,CIDOLOG,kp. cidolog rt.19/06 des. cidolog kec cidolog,"","","",3202070,60,5,5,"2021-08-18 08:33:57","2021-08-18 15:40:16","",""
370,PABUARAN,kp. pabuaran rt.07/11 desa pabuaran kec. pabuaran,"","","",3202090,60,5,5,"2021-08-18 08:37:04","2021-08-18 15:33:59","",""
371,LENGKONG,kp. lengkong rt.08/19 desa lengkong kec. lengkong,"","","",3202100,60,5,5,"2021-08-18 08:38:22","2021-08-18 15:34:40","",""
372,KALAPA NUNGGAL,kp. kalapa rt.09/11 desa nunggal kec. kalapa nunggal,"","","",3202270,60,5,5,"2021-08-18 08:45:55","2021-08-18 15:35:57","",""
373,TEGAL BULEUD,kp. tegalbuleud rt. 17/09 des. tegalbuleud kec. tegalbuleud,"","","",3202060,60,5,5,"2021-08-18 08:52:32","2021-08-18 15:30:18","",""
374,MWC Ciwidey,"","","","",3204010,62,18,,"2021-08-19 03:29:30","2021-08-19 03:29:30","",""
375,MWC Rancabali,"","","","",3204011,62,18,,"2021-08-19 03:29:57","2021-08-19 03:29:57","",""
376,MWC Pasirjambu,"","","","",3204020,62,18,,"2021-08-19 03:30:19","2021-08-19 03:30:19","",""
377,MWC Cimaung,"","","","",3204030,62,18,,"2021-08-19 03:30:41","2021-08-19 03:30:41","",""
378,MWC Pangalengan,"","","","",3204040,62,18,,"2021-08-19 03:31:07","2021-08-19 03:31:07","",""
379,MWC Kertasari,"","","","",3204050,62,18,,"2021-08-19 03:31:25","2021-08-19 03:31:25","",""
380,MWC Pacet,"","","","",3204060,62,18,,"2021-08-19 03:31:44","2021-08-19 03:31:44","",""
381,MWC Ibun,"","","","",3204070,62,18,,"2021-08-19 03:32:00","2021-08-19 03:32:00","",""
382,MWC Paseh,"","","","",3204080,62,18,,"2021-08-19 03:32:21","2021-08-19 03:32:21","",""
383,MWC Cikancung,"","","","",3204090,62,18,,"2021-08-19 03:32:42","2021-08-19 03:32:42","",""
384,MWC Nagreg,"","","","",3204101,62,18,,"2021-08-19 03:33:02","2021-08-19 03:33:02","",""
385,MWC Rancaekek,"","","","",3204110,62,18,,"2021-08-19 03:33:23","2021-08-19 03:33:23","",""
386,MWC Majalaya,"","","","",3204120,62,18,,"2021-08-19 03:33:44","2021-08-19 03:33:44","",""
387,MWC Solokanjeruk,"","","","",3204121,62,18,,"2021-08-19 03:34:03","2021-08-19 03:34:03","",""
388,MWC Ciparay,"","","","",3204130,62,18,,"2021-08-19 03:34:22","2021-08-19 03:34:22","",""
389,MWC Baleendah,"","","","",3204140,62,18,,"2021-08-19 03:34:45","2021-08-19 03:34:45","",""
390,MWC Arjasari,"","","","",3204150,62,18,,"2021-08-19 03:35:07","2021-08-19 03:35:07","",""
391,MWC Banjaran,"","","","",3204160,62,18,,"2021-08-19 03:35:25","2021-08-19 03:35:25","",""
392,MWC Cangkuang,"","","","",3204161,62,18,,"2021-08-19 03:35:47","2021-08-19 03:35:47","",""
393,MWC Pameungpeuk,"","","","",3204170,62,18,,"2021-08-19 03:36:10","2021-08-19 03:36:10","",""
394,MWC Katapang,"","","","",3204180,62,18,,"2021-08-19 03:36:30","2021-08-19 03:36:30","",""
395,MWC Soreang,"","","","",3204190,62,18,,"2021-08-19 03:36:47","2021-08-19 03:36:47","",""
396,MWC Kutawaringin,"","","","",3204191,62,18,,"2021-08-19 03:37:08","2021-08-19 03:37:08","",""
397,MWC Margaasih,"","","","",3204250,62,18,,"2021-08-19 03:37:28","2021-08-19 03:37:28","",""
398,MWC Margahayu,"","","","",3204260,62,18,,"2021-08-19 03:37:46","2021-08-19 03:37:46","",""
399,MWC Dayeuhkolot,"","","","",3204270,62,18,,"2021-08-19 03:38:05","2021-08-19 03:38:05","",""
400,MWC Bojongsoang,"","","","",3204280,62,18,,"2021-08-19 03:38:23","2021-08-19 03:38:23","",""
401,MWC Cileunyi,"","","","",3204290,62,18,,"2021-08-19 03:38:42","2021-08-19 03:38:42","",""
402,MWC Cilengkrang,"","","","",3204300,62,18,,"2021-08-19 03:38:59","2021-08-19 03:38:59","",""
403,Mwc Cimenyan,"","","","",3204310,62,18,,"2021-08-19 03:39:16","2021-08-19 03:39:16","",""
404,MWCNU MUNDU,"PP Brata Kelana Desa Mundu Pesisir, Mundu","085224949423",mwcnumundu98@gmail.com,nucirebon.or.id,3209090,86,8,,"2021-08-19 04:22:39","2021-08-19 04:22:39",-6.756703211273615,"108.59311148504699"
405,MWC NU Ciawigebang,"","","","",3208100,92,10,,"2021-08-19 08:36:56","2021-08-19 08:36:56","",""
406,MWC NU Cibeureum,"","","","",3208071,92,10,,"2021-08-19 08:38:00","2021-08-19 08:38:00","",""
407,MWC NU Cibingbin,"","","","",3208070,92,10,,"2021-08-19 08:40:10","2021-08-19 08:40:10","",""
408,MWC NU Cidahu,"","","","",3208090,92,10,,"2021-08-19 08:41:06","2021-08-19 08:41:06","",""
409,MWC NU Cigandamekar,"","","","",3208171,92,10,,"2021-08-19 08:42:06","2021-08-19 08:42:06","",""
410,MWC NU Cigugur,"","","","",3208140,92,10,,"2021-08-19 08:42:51","2021-08-19 08:42:51","",""
411,MWC NU Cilebak,"","","","",3208051,92,10,,"2021-08-19 08:43:35","2021-08-19 08:43:35","",""
412,MWC NU Cilimus,"","","","",3208170,92,10,,"2021-08-19 08:44:19","2021-08-19 08:44:19","",""
413,MWC NU Cimahi,"","","","",3208081,92,10,,"2021-08-19 08:45:04","2021-08-19 08:45:04","",""
414,MWC NU Ciniru,"","","","",3208030,92,10,,"2021-08-19 08:45:46","2021-08-19 08:45:46","",""
415,MWC NU Cipicung,"","","","",3208101,92,10,,"2021-08-19 08:46:41","2021-08-19 08:46:41","",""
416,MWC NU Ciwaru,"","","","",3208060,92,10,,"2021-08-19 08:47:30","2021-08-19 08:47:30","",""
417,MWC NU Darma,"","","","",3208010,92,10,,"2021-08-19 08:48:16","2021-08-19 08:48:16","",""
418,MWC NU Garawangi,"","","","",3208120,92,10,,"2021-08-19 08:49:07","2021-08-19 08:49:07","",""
419,MWC NU Hantara,"","","","",3208031,92,10,,"2021-08-19 08:49:50","2021-08-19 08:49:50","",""
420,MWC NU Jalaksana,"","","","",3208160,92,10,,"2021-08-19 08:50:30","2021-08-19 08:50:30","",""
421,MWC NU Japara,"","","","",3208161,92,10,,"2021-08-19 08:51:09","2021-08-19 08:51:09","",""
422,MWC NU Kadugede,"","","","",3208020,92,10,,"2021-08-19 08:51:49","2021-08-19 08:51:49","",""
423,MWC NU Kalimanggis,"","","","",3208091,92,10,,"2021-08-19 08:52:36","2021-08-19 08:52:36","",""
424,MWC NU Karangkancana,"","","","",3208061,92,10,,"2021-08-19 08:53:24","2021-08-19 08:53:24","",""
425,MWC NU Kramatmulya,"","","","",3208150,92,10,,"2021-08-19 08:55:19","2021-08-19 08:55:19","",""
426,MWC NU Kuningan,"","","","",3208130,92,10,,"2021-08-19 08:55:59","2021-08-19 08:55:59","",""
427,MWC NU Lebakwangi,"","","","",3208110,92,10,,"2021-08-19 08:58:44","2021-08-19 08:58:44","",""
428,MWC NU Luragung,"","","","",3208080,92,10,,"2021-08-19 08:59:31","2021-08-19 08:59:31","",""
429,MWC NU Maleber,"","","","",3208111,92,10,,"2021-08-19 09:00:09","2021-08-19 09:00:09","",""
430,MWC NU Mandirancan,"","","","",3208180,92,10,,"2021-08-19 09:00:51","2021-08-19 09:00:51","",""
431,MWC NU Nusaherang,"","","","",3208021,92,10,,"2021-08-19 09:01:37","2021-08-19 09:01:37","",""
432,MWC NU Pancalang,"","","","",3208181,92,10,,"2021-08-19 09:02:18","2021-08-19 09:02:18","",""
433,MWC NU Pasawahan,"","","","",3208190,92,10,,"2021-08-19 09:03:09","2021-08-19 09:03:09","",""
434,MWC NU Selajambe,"","","","",3208040,92,10,,"2021-08-19 09:03:48","2021-08-19 09:03:48","",""
435,MWC NU Sindangagung,"","","","",3208121,92,10,,"2021-08-19 09:04:24","2021-08-19 09:04:24","",""
436,MWC NU Subang,"","","","",3208050,92,10,,"2021-08-19 09:05:01","2021-08-19 09:05:01","",""
437,MWC HARJAMUKTI,"HARJAMUKTI, KOTA CIREBON","","","",3274010,80,9,,"2021-08-21 18:42:38","2021-08-21 18:42:38","",""
438,MWC KESAMBI,"KESAMBI, KOTA CIREBON","","","",3274040,80,9,,"2021-08-21 18:58:39","2021-08-21 18:58:39","",""
439,MWC PEKALIPAN,"PEKALIPAN, KOTA CIREBON","","","",3274030,80,9,,"2021-08-21 19:09:06","2021-08-21 19:09:06","",""
440,MWC LEMAHWUNGKUK,"LEMAHWUNGKUK, KOTA CIREBON","","","",3274020,80,9,,"2021-08-21 19:30:16","2021-08-21 19:30:16","",""
441,MWC KEJAKSAN,"KEJAKSAN, KOTA CIREBON","","","",3274050,80,9,,"2021-08-21 20:06:48","2021-08-21 20:06:48","",""
